compound,auid,aurl,spacegroup_relax,Pearson_symbol_relax,ael_shear_modulus_hrv,ael_bulk_modulus_hrv
Bi1Dy2O2,aflow:d64cf23933c2a0e4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Bi1Dy2O2_ICSD_423915,139,tI10,31.8189,69.2997
Bi1Er1,aflow:8927893ffc054168,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1Er1_ICSD_58781,225,cF8,28.2606,56.4556
Bi1Er1Pt1,aflow:52835ff38add18b5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1Er1Pt1_ICSD_58782,216,cF12,40.0541,93.4778
Bi1Er2O2,aflow:5fc952e0c1ba5814,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Bi1Er2O2_ICSD_422647,139,tI10,30.6047,70.4992
Bi1Ga1,aflow:9aa3384d3e062bfe,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1Ga1_ICSD_185163,216,cF8,18.84,36.6389
Bi1Ga1O3,aflow:cb8c513caf2927d5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Bi1Ga1O3_ICSD_157550,221,cP5,92.7504,177.756
Bi1Ho1,aflow:7239eb435c5ec897,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1Ho1_ICSD_187365,225,cF8,28.043,54.5889
Bi1Ho1Ni1,aflow:91d77786125113a6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1Ho1Ni1_ICSD_616692,216,cF12,49.025,83.2278
Bi1Ho1Pd1,aflow:6f2be676cbbdfc77,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1Ho1Pd1_ICSD_616693,216,cF12,36.2365,79.7278
Bi1Ho1Pt1,aflow:4daeb41c79df1c90,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1Ho1Pt1_ICSD_58788,216,cF12,40.4761,92.8111
Bi1Ho2O2,aflow:43575f1a4d7d25e7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Bi1Ho2O2_ICSD_261434,139,tI10,31.4798,69.1039
Bi1In1,aflow:2a186d2b32cb102c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1In1_ICSD_184573,216,cF8,13.4061,32.6667
Bi1In1O3,aflow:9171aa1e7699ee20,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Bi1In1O3_ICSD_158758,221,cP5,53.5884,138.861
Bi1K3,aflow:6480d7dbdcd7b044,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1K3_ICSD_58793,225,cF16,3.49157,12.2389
Bi1La1,aflow:ffc7d15f952ffcc8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1La1_ICSD_58795,225,cF8,21.3883,48.7889
Bi1Li1,aflow:d80a8198ef249337,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Bi1Li1_ICSD_58796,123,tP2,9.24586,35.4308
Bi1Li1Mg1,aflow:5a8e615d2ad336d3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1Li1Mg1_ICSD_108112,216,cF12,21.9833,31.5889
Bi1Li3,aflow:a347088e4932106b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1Li3_ICSD_58797,225,cF16,15.3533,28.2111
Bi1Lu1Ni1,aflow:6c673e29967a0a34,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1Lu1Ni1_ICSD_58802,216,cF12,47.0077,84.4833
Bi1Mg1Ni1,aflow:4973240dc8132d88,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1Mg1Ni1_ICSD_76253,216,cF12,33.0804,65.6389
Bi1N1Sr3,aflow:2b31f5084ef355c3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Bi1N1Sr3_ICSD_152053,221,cP5,36.5128,43.8222
Bi1N2Th2,aflow:611ac99f343f36bf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Bi1N2Th2_ICSD_16064,139,tI10,24.1208,58.1012
Bi1Na1,aflow:d3618ed7c3ce4ee7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Bi1Na1_ICSD_58816,123,tP2,13.2723,30.1541
Bi1Nd1,aflow:ec4dd6314db205a2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1Nd1_ICSD_44133,225,cF8,23.7068,54.0056
Bi1Nd1Pd1,aflow:ff69372dff817014,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1Nd1Pd1_ICSD_616867,216,cF12,33.9357,71.4
Bi1Ni1Sc1,aflow:bd5d9a64ba7b45c7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1Ni1Sc1_ICSD_58824,216,cF12,50.2339,86.9444
Bi1Ni1Y1,aflow:c40f2f44e48bdeb9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1Ni1Y1_ICSD_58826,216,cF12,48.2769,83.6722
Bi1Ni1Zr1,aflow:eb90303fbb73bfbf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1Ni1Zr1_ICSD_107121,216,cF12,37.4788,103.594
Bi1O2,aflow:bfbbeb6a9f7e7f5a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1O2_ICSD_52731,225,cF12,41.1308,132.906
Bi1O2Y2,aflow:cc64bae75fe8a84a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Bi1O2Y2_ICSD_261432,139,tI10,30.2337,67.4348
Bi1O3Sc1,aflow:4145b45eca15db08,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Bi1O3Sc1_ICSD_158759,221,cP5,65.395,143.244
Bi1Pd1Y1,aflow:5115bb8e95e6c1a2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1Pd1Y1_ICSD_616964,216,cF12,35.8646,79.2944
Bi1Pd1Yb1,aflow:358d5c62402dd8bf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1Pd1Yb1_ICSD_58843,216,cF12,14.8817,50.5667
Bi1Pt1Yb1,aflow:5ee3f602225eb2e4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1Pt1Yb1_ICSD_246662,216,cF12,21.8879,59.7222
Bi1Rb3,aflow:fb1260e490372a33,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1Rb3_ICSD_58849,225,cF16,2.31972,9.93889
Bi1Sc1,aflow:88c83a8148c7f64e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1Sc1_ICSD_58856,225,cF8,27.1011,57.3778
Bi1Tb1,aflow:1e182d013d03c39f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1Tb1_ICSD_43603,225,cF8,26.7011,52.4889
Bi1Th1,aflow:a6233598953b7963,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Bi1Th1_ICSD_58860,221,cP2,27.5066,73.9167
Bi1U1,aflow:de19d337ddb0c093,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1U1_ICSD_165126,225,cF8,18.6386,48
Bi1Y1,aflow:c526fe4983dfcffa,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1Y1_ICSD_58869,225,cF8,26.6929,55.4333
Bi2Ca2Cu2,aflow:63566c9261ac0837,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Bi1Ca1Cu1_ICSD_57018,194,hP6,27.9303,42.758
Bi2Ca4,aflow:7e9e20be4dc29b40,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Bi1Ca2_ICSD_42136,139,tI12,21.8367,27.3179
Bi2Co1Hf6,aflow:2582fcb8a8d0c226,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Bi2Co1Hf6_ICSD_54566,189,hP9,61.0431,114.372
Bi2Cu1Zr6,aflow:30968b247fe9a71a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Bi2Cu1Zr6_ICSD_182405,189,hP9,48.6562,97.7701
Bi2Cu2Sr2,aflow:841a3c0675f964f2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Bi1Cu1Sr1_ICSD_58777,194,hP6,27.5997,39.1203
Bi2Cu2Yb2,aflow:bd7c887ef9cb5854,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Bi1Cu1Yb1_ICSD_416141,194,hP6,26.7111,38.5218
Bi2Er10Pt4,aflow:5a58189fe4d0f2e6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Bi1Er5Pt2_ICSD_107217,140,tI32,17.6287,68.3423
Bi2Er6Mn1,aflow:01481e25e4e09b70,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Bi2Er6Mn1_ICSD_159228,189,hP9,36.5737,60.5406
Bi2Ho6Rh1,aflow:029f2208a4366d61,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Bi2Ho6Rh1_ICSD_180044,189,hP9,21.2677,54.8313
Bi2K6,aflow:fdd69cc63d2a62b8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Bi1K3_ICSD_26885,194,hP8,5.80796,10.4115
Bi2Li2Zn2,aflow:b729e654befeb54e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Bi1Li1Zn1_ICSD_100115,186,hP6,17.8027,38.9407
Bi2Nb6,aflow:f3c0e3cf8acbbb4b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Bi1Nb3_ICSD_58817,223,cP8,58.4304,155.583
Bi2O2Se1,aflow:bd39fcd8abd8e251,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Bi2O2Se1_ICSD_411143,139,tI10,24.1931,75.643
Bi2O8V2,aflow:d698f685b0961bd3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Bi1O4V1_ICSD_100733,141,tI24,30.6229,106.446
Bi2Pt2,aflow:2122a1339fff9c66,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Bi1Pt1_ICSD_58845,194,hP4,13.2013,83.5958
Bi2Rb6,aflow:e9d97f4d81711a66,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Bi1Rb3_ICSD_616995,194,hP8,4.88588,9.53003
Bi2Rh2,aflow:5616981d0e11de14,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Bi1Rh1_ICSD_109109,194,hP4,29.3212,116.732
Bi2Ti4,aflow:96390a6402fd52b3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Bi1Ti2_ICSD_617225,139,tI12,17.0699,68.3778
Bi3Dy3Rh3,aflow:664ed358c57b1ad3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Bi1Dy1Rh1_ICSD_51845,189,hP9,38.1217,90.9779
Bi3Sr1,aflow:e5db61fa74861990,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Bi3Sr1_ICSD_58858,221,cP4,11.4091,44.9444
Bi4,aflow:fadf792d7b321127,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Bi1_ICSD_51674,140,tI8,1.3262,584.533
Bi4Cr4O12,aflow:c1573e2e95ab4e6d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Bi1Cr1O3_ICSD_160454,62,oP20,77.6729,165.618
Bi4Cs12O12,aflow:69c7aa297270d13b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Bi1Cs3O3_ICSD_406563,198,cP28,5.1913,16.1797
Bi4F16K4,aflow:4903f5fada95736b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1F4K1_ICSD_63166,227,cF96,20.93,53.5778
Bi4F16Rb4,aflow:5d2ee95d3fdba7f1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1F4Rb1_ICSD_63167,227,cF96,16.5955,54.4389
Bi4Fe4O12,aflow:e44f5279fe7ec8cc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Bi1Fe1O3_ICSD_168321,62,oP20,67.6043,162.892
Bi4Ga4O12,aflow:1b9d423e761607d2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Bi1Ga1O3_ICSD_171709,54,oP20,41.2005,81.3315
Bi4In4O12,aflow:2439417eb20680d8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Bi1In1O3_ICSD_171757,62,oP20,52.8723,132.854
Bi4In4O12,aflow:663a88d9677baeb5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Bi1In1O3_ICSD_171756,33,oP20,43.207,83.3936
Bi4Ir4O14,aflow:d1c53dfc3ace44df,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi2Ir2O7_ICSD_161103,227,cF88,83.2996,181.517
Bi4Ir4S4,aflow:a08dd23dd714bfe3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Bi1Ir1S1_ICSD_616740,198,cP12,70.4662,122.021
Bi4Ir4Se4,aflow:7f649e15d950ff64,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Bi1Ir1Se1_ICSD_616741,198,cP12,65.5427,116.442
Bi4K12Se12,aflow:c254a1e890738c41,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Bi1K3Se3_ICSD_78841,198,cP28,7.05069,13.1988
Bi4K12Te12,aflow:1b77bae9c459f82a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Bi1K3Te3_ICSD_300183,198,cP28,5.4515,10.3067
Bi4Li4Sr4,aflow:74cc6b30d40d1940,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Bi1Li1Sr1_ICSD_58800,62,oP12,22.4808,29.5411
Bi4Mg2O12,aflow:71f18f0157cf2698,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Bi2Mg1O6_ICSD_50005,136,tP18,55.412,117.602
Bi4Ni4Se4,aflow:a68b53f4c9f2dfeb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Bi1Ni1Se1_ICSD_616878,198,cP12,37.6376,82.8306
Bi4O12Rb12,aflow:7219f844dcd3bc96,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Bi1O3Rb3_ICSD_407294,198,cP28,7.67969,15.9488
Bi4O12Rh4,aflow:f506cd5137a22ac3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Bi1O3Rh1_ICSD_188150,62,oP20,63.9179,171.128
Bi4O14Pt4,aflow:646ccd3a29e844e5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi2O7Pt2_ICSD_161104,227,cF88,77.4683,176.456
Bi4O14Rh4,aflow:f66fc434b1966cc9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi2O7Rh2_ICSD_161099,227,cF88,69.9748,172.622
Bi4O14Ru4,aflow:5882443e36213ebb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi2O7Ru2_ICSD_161102,227,cF88,95.3772,170.483
Bi4O14Ru4,aflow:fb5e653ad146f5aa,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi2O7Ru2_ICSD_163387,227,cF88,71.6833,171.556
Bi4O14Sn4,aflow:140d3e2656d49b94,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi2O7Sn2_ICSD_50311,227,cF88,66.6188,146.417
Bi4O14Ti4,aflow:4ddd3fc4b2a6ef79,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi2O7Ti2_ICSD_161100,227,cF88,74.3558,168.367
Bi4O6,aflow:c61260c70de2d745,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Bi2O3_ICSD_168809,224,cP10,14.2719,116.872
Bi4Pb4Pd8,aflow:a13bccbb2b851378,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Bi1Pb1Pd2_ICSD_56278,36,oS32,22.1536,84.8695
Bi4Pd10,aflow:b6d5aa3dc9749a06,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Bi2Pd5_ICSD_58840,12,mS28,27.7798,114.666
Bi4Pd4Se4,aflow:c4e9f00ec0fcebca,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Bi1Pd1Se1_ICSD_616956,198,cP12,23.1897,80.7043
Bi4Pd4Te4,aflow:2d95c74d463f2be0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Bi1Pd1Te1_ICSD_616961,198,cP12,22.9054,72.0023
Bi4Pd6S4,aflow:af102afc1723b260,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Bi2Pd3S2_ICSD_159366,199,cI28,15.4571,60.7511
Bi4Pt4Se4,aflow:20217ef13e76e0ae,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Bi1Pt1Se1_ICSD_616991,198,cP12,30.3485,92.21
Bi4Pt4Te4,aflow:c9dce173d43bc3b9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Bi1Pt1Te1_ICSD_42549,198,cP12,31.5364,86.2999
Bi4Rb12Se12,aflow:13aa186ae78de3e3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Bi1Rb3Se3_ICSD_85411,198,cP28,5.99538,11.4867
Bi4Rh4S4,aflow:2e7da81b1d4f6450,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Bi1Rh1S1_ICSD_617013,198,cP12,56.4584,106.075
Bi4Rh4Se4,aflow:b99b5e13d3b10adf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Bi1Rh1Se1_ICSD_617014,198,cP12,52.3411,99.9448
Bi4Th2,aflow:6d36304b185495c5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Bi2Th1_ICSD_617224,129,tP6,23.8665,66.365
Bi6La8,aflow:fbb909fb03b849d3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Bi3La4_ICSD_602181,220,cI28,22.4633,49.7833
Bi6Sr8,aflow:a6f93590c6fb4a35,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Bi3Sr4_ICSD_96944,220,cI28,13.3085,29.5333
Bi6Tb10,aflow:aafc668c32c35dfb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Bi3Tb5_ICSD_617164,193,hP16,30.2271,60.0461
Bi6Tb8,aflow:143c36f66118df0f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Bi3Tb4_ICSD_617161,220,cI28,25.714,61.4222
Bi8Ce6Pt6,aflow:7d0d74c7b1eea04b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Bi4Ce3Pt3_ICSD_616565,220,cI40,42.0203,92.2044
Bi8Cu8Mn6,aflow:113adf38c305c34c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi4Cu4Mn3_ICSD_58775,225,cF88,26.7208,56.8778
Bi8Ir4,aflow:10542c5bb2429fac,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Bi2Ir1_ICSD_424397,14,mP12,44.0748,90.2542
Bi8La6Pt6,aflow:767068ac4761423d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Bi4La3Pt3_ICSD_616774,220,cI40,25.8484,77.3221
Bi8O12,aflow:be66b7aa261543a1,aflowlib.duke.edu:AFLOWDATA/LIB2_RAW/Bi_dO/A2B3_mP20_14_2e_3e-001.AB,14,mP20,26.8355,45.5893
Bi8O12,aflow:dfaa12a3d112d79d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi2O3_ICSD_168811,227,cF80,13.836,27.0722
Bi8Pt4,aflow:a6b65119ee076b52,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Bi2Pt1_ICSD_42567,205,cP12,22.4966,82.3245
Bi8Th6,aflow:20e686c5d360907b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Bi4Th3_ICSD_58862,220,cI28,35.0404,69.0889
Br10Cs2Sn4,aflow:36c4141c3de2e357,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Br5Cs1Sn2_ICSD_151987,140,tI32,5.44229,8.7345
Br10Pb4Rb2,aflow:898a956acbc9af99,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Br5Pb2Rb1_ICSD_151990,140,tI32,7.30013,11.973
Br12K4Te2,aflow:90e130206cc7a035,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Br6K2Te1_ICSD_37270,128,tP18,4.51677,8.69267
Br1Cs1,aflow:8fb97d56ef98f019,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br1Cs1_ICSD_61516,225,cF8,4.12732,10.5778
Br1Cs1,aflow:f999245f021a5bc3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Br1Cs1_ICSD_22174,221,cP2,6.17577,12.4389
Br1Cu1,aflow:7c4a6c85677fb393,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br1Cu1_ICSD_23989,216,cF8,10.1044,41.5389
Br1Cu1,aflow:9d9b873ee5316734,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br1Cu1_ICSD_78280,225,cF8,11.0801,50.8778
Br1H4N1,aflow:eda3b15c0480d51c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Br1H4N1_ICSD_43300,215,cP6,8.86859,18.0667
Br1K1,aflow:9388b0cb77be29c5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Br1K1_ICSD_290549,221,cP2,6.06888,17.15
Br1K1,aflow:e02e6c6748e87324,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br1K1_ICSD_18015,225,cF8,6.46447,13.8278
Br1K3O1,aflow:037bff19ad42b82f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Br1K3O1_ICSD_33920,221,cP5,12.2365,19.2167
Br1Li1,aflow:20b64628cf74cb53,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br1Li1_ICSD_27982,225,cF8,14.5506,26.1611
Br1Li3O1,aflow:89e3341519d5b3c3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Br1Li3O1_ICSD_67265,221,cP5,34.8989,48.9389
Br1Na1,aflow:81af8c617774153e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br1Na1_ICSD_18013,225,cF8,9.88514,20.5333
Br1O1Rb3,aflow:d8062a4e068bf5b6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Br1O1Rb3_ICSD_77196,221,cP5,9.67881,16.4389
Br1Rb1,aflow:9e643376d04eba9f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br1Rb1_ICSD_18017,225,cF8,5.2369,12.5667
Br1Rb1,aflow:bb569b66afa76188,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Br1Rb1_ICSD_61522,221,cP2,6.29509,14.3
Br1Tl1,aflow:446e47ea5b60293f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br1Tl1_ICSD_61519,225,cF8,5.18059,16.4611
Br1Tl1,aflow:c6d52ea37eb98db2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Br1Tl1_ICSD_181756,221,cP2,7.4987,20.7944
Br24Cs8Te4,aflow:81a977a0efede30d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br6Cs2Te1_ICSD_24151,225,cF36,4.23833,7.78333
Br2Cu2,aflow:14fc9659417dbf4f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Br1Cu1_ICSD_30091,194,hP4,5.59254,8.9857
Br2F2Sr2,aflow:c0a39893d84d2f99,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Br1F1Sr1_ICSD_155008,129,tP6,16.5422,33.8951
Br2H12Sr7,aflow:66debaf1f9bb0ccb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Br2H12Sr7_ICSD_418949,174,hP21,25.8271,37.6887
Br2In10Se10,aflow:0e802125ef3548e5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Br1In5Se5_ICSD_414218,31,oP22,13.3912,27.772
Br2In2,aflow:94bbce215f92c015,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Br1In1_ICSD_23126,63,oS8,7.31493,13.4468
Br2La10Sb6,aflow:5adf7d52e3b3626e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Br1La5Sb3_ICSD_50725,193,hP18,33.8071,57.2268
Br2La10Sn6,aflow:e4bb28a94cfd1260,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Br1La5Sn3_ICSD_95239,193,hP18,27.9209,49.9893
Br2O8Y6,aflow:6925b566a277f79d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Br1O4Y3_ICSD_419384,63,oS32,30.7948,102.459
Br2Se4Tl10,aflow:3e3c1d40063cad82,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Br1Se2Tl5_ICSD_75960,140,tI32,9.63514,19.5972
Br2Tl2,aflow:c01b5c54b0863da2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Br1Tl1_ICSD_109144,63,oS8,4.32023,14.562
Br32Si8,aflow:d2a45d24273ee835,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Br4Si1_ICSD_260324,205,cP40,0.685484,0.666667
Br32Ti8,aflow:c8dfc8bff75fa091,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Br4Ti1_ICSD_39241,205,cP40,0.586099,1.81135
Br3Cs1Ge1,aflow:75cade801fdcdde7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Br3Cs1Ge1_ICSD_80320,221,cP5,11.861,22.9833
Br3Cs1Hg1,aflow:ab9819db1a35de1e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Br3Cs1Hg1_ICSD_24479,221,cP5,8.09136,23.5111
Br3Cs1Pb1,aflow:53122e2feb234908,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Br3Cs1Pb1_ICSD_181287,221,cP5,6.04104,19.0833
Br3Cs1Sn1,aflow:c46bde1662d8f473,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Br3Cs1Sn1_ICSD_4071,221,cP5,6.76627,19.25
Br3Ga1La3,aflow:8fb8839ff8584586,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Br3Ga1La3_ICSD_95072,221,cP7,18.091,42.8556
Br4,aflow:8e7ba568a475142c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Br1_ICSD_426930,64,oS8,0.590062,1.61511
Br4Ca2,aflow:fdbd47d5f13e4755,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Br2Ca1_ICSD_173970,136,tP6,8.95874,26.0654
Br4Eu4I4,aflow:46250f984f45620f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Br1Eu1I1_ICSD_59885,62,oP12,11.3388,31.9366
